Product Name,Price,Discount Percentage,Currency,Rating,Number of Reviews,Availability Status,Seller Information,Product URL
"HP 2023 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","48,990",30%,INR,4.2,126,Available,SVPeripherals,https://www.flipkart.com/hp-2023-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_50&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGZNSBS7Z959EW.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"ASUS Vivobook Go 15 (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)","38,990",41%,INR,4.3,92,Available,IndiFlashMart,https://www.flipkart.com/asus-vivobook-go-15-2023-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj521ws-thin-light-laptop/p/itm454b1b37dbe89?pid=COMGNRNUKRMMXNZQ&lid=LSTCOMGNRNUKRMMXNZQPQADWR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_51&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGNRNUKRMMXNZQ.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and Light Laptop  (16 inch, Silver, 1.78 kg)","33,990",43%,INR,4.2,29,Available,BUZZINDIA,https://www.flipkart.com/infinix-y4-max-series-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itm67db9df25a241?pid=COMGWWDH9WGCHHEG&lid=LSTCOMGWWDH9WGCHHEGAO3TIN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_52&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGWWDH9WGCHHEG.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Business Laptop  (14 inch, Classic Black, 1.4 Kg, With MS Office)","43,990",16%,INR,4,3,Available,SVPeripherals,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12mo-business-laptop/p/itm7fb72187dc8dd?pid=COMHYWTJE2BSGGJV&lid=LSTCOMHYWTJE2BSGGJV95JWUA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_53&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMHYWTJE2BSGGJV.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / Modern 14 C12MO-1022IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","31,990",28%,INR,4.3,69,Available,BUZZINDIA,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-c12m-445in-c12mo-1022in-thin-light-laptop/p/itmb89b094346d15?pid=COMGMV6VQPNPGCBW&lid=LSTCOMGMV6VQPNPGCBWBS1ZKN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_54&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGMV6VQPNPGCBW.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.65 Kg, With MS Office)","46,999",27%,INR,4.3,30,Only few left,DEAL28,https://www.flipkart.com/dell-inspiron-3520-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-15-laptop-thin-light/p/itm9d2a78441a474?pid=COMGKAVGSFBZFMHP&lid=LSTCOMGKAVGSFBZFMHPXQ3DWV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_55&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGKAVGSFBZFMHP.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop  (13.3 inch, Dark Teal, 1.37 Kg, With MS Office)","79,990",34%,INR,4,2,Available,SVPeripherals,https://www.flipkart.com/lenovo-yoga-6-amd-ryzen-7-octa-core-7730u-16-gb-1-tb-ssd-windows-11-home-13abr8-2-1-laptop/p/itm0a5d2a15938e8?pid=COMGSVFES2XSYQYY&lid=LSTCOMGSVFES2XSYQYYYK27H0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_56&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGSVFES2XSYQYY.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"Lenovo LOQ (2024) Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) LOQ 15IRX9D2 Gaming Laptop  (15.6 Inch, Luna Grey, 2.38 kg, With MS Office)","76,490",29%,INR,4.2,25,Available,SVPeripherals,https://www.flipkart.com/lenovo-loq-2024-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15irx9d2-gaming-laptop/p/itm52e42e03042c6?pid=COMGYSFGHPSWGZSV&lid=LSTCOMGYSFGHPSWGZSV3LJ4MP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_57&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGYSFGHPSWGZSV.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 kg)","42,990",41%,INR,3.9,1,Only few left,ITWarehouse,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-7-octa-core-5700u-16-gb-1-tb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itma7c2fa5113beb?pid=COMHY74JXWVWVKFV&lid=LSTCOMHY74JXWVWVKFVLRN6XW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_58&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMHY74JXWVWVKFV.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1351TX Gaming Laptop  (15.6 inch, Performance Blue)","57,990",24%,INR,4.3,28,Available,IndiFlashMart,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1351tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVNMU2S5QQ&lid=LSTCOMHY8KVNMU2S5QQSFQYGS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_59&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMHY8KVNMU2S5QQ.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) E1404FA-NK321WS Thin and Light Laptop  (14 Inch, Cool Silver, 1.38 Kg, With MS Office)","32,990",35%,INR,4.2,437,Available,SVPeripherals,https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-pro-e1404fa-nk321ws-thin-light-laptop/p/itm37ab22cfcf18d?pid=COMH2TPS4KQNJXWH&lid=LSTCOMH2TPS4KQNJXWHAQRRG7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_60&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMH2TPS4KQNJXWH.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN / NP750XGJ-LG1IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)","62,990",19%,INR,4.5,62,Available,RetailNet,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm80f6b6ecef780?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_61&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGZUYDFZXHWYWZ.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"HP Chromebook (2024) MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook Laptop  (11.6 Inch, Black, 1.34 Kg)","10,990",68%,INR,3.8,486,Available,BUZZINDIA,https://www.flipkart.com/hp-chromebook-2024-mediatek-mt8183-4-gb-32-gb-emmc-storage-chrome-os-11mk-g9-ee-laptop/p/itmbcfcbc0ab424f?pid=COMGZFFXXHNVC5A5&lid=LSTCOMGZFFXXHNVC5A5R113PX&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=b_3_62&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGZFFXXHNVC5A5.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / Modern 14 C12MO-1021IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","39,990",24%,INR,4.2,112,Available,BUZZINDIA,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-c12m-440in-c12mo-1021in-thin-light-laptop/p/itm350222138d6bb?pid=COMGMV6VJGYVBZSM&lid=LSTCOMGMV6VJGYVBZSMEGXIZN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_63&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGMV6VJGYVBZSM.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)","37,498",26%,INR,4.2,490,Only few left,IndiFlashMart,https://www.flipkart.com/hp-15s-fq5007tu-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fq5327tu-thin-light-laptop/p/itm0a728a69a5520?pid=COMGYHP5MCEYZHSV&lid=LSTCOMGYHP5MCEYZHSVIYOBIU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_64&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGYHP5MCEYZHSV.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Business Laptop  (15.6 inch, Silver, 1.47 kg)","33,490",29%,INR,4.2,15,Only few left,WebBlaze,https://www.flipkart.com/hp-250-g9-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itmaeab3e70c465d?pid=COMGWYWD7GTFGFQH&lid=LSTCOMGWYWD7GTFGFQHB1QNTB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_65&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGWYWD7GTFGFQH.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Laptop  (15.6 inch, Platinum Silver, 1.65 kg, With MS Office)","51,690",34%,INR,4.1,22,Only few left,BrandDealzz,https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-laptop/p/itm0c93229d052fe?pid=COMGTEGW6HF5GJGQ&lid=LSTCOMGTEGW6HF5GJGQKTQQCM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_66&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGTEGW6HF5GJGQ.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.43 Kg, With MS Office)","42,990",30%,INR,4,1,Available,SVPeripherals,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-14iau7-thin-light-laptop/p/itm6f32e928cf1c7?pid=COMHFYZ3GXFZKYNN&lid=LSTCOMHFYZ3GXFZKYNNGHX9ZY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_67&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMHFYZ3GXFZKYNN.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS | X1504ZA-NJ520WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, 1.7 Kg, With MS Office)","45,990",34%,INR,4.2,115,Available,SVPeripherals,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-thin-light-laptop/p/itmf342b2b6fb5f9?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_68&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMHYWSWMFQQBCG3.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"Acer Predator Neo (2024) Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-71-59XW/ PHN16-71-553K/ PHN 16-71 Gaming Laptop  (16 Inch, Obsidian Black, 2.6 Kg)","94,990",26%,INR,4.4,57,Available,IndiFlashMart,https://www.flipkart.com/acer-predator-neo-2024-intel-core-i5-13th-gen-13500hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-phn16-71-59xw-phn16-71-553k-phn-16-71-gaming-laptop/p/itm4295aa0d4297e?pid=COMGZS9G8GX9YSRH&lid=LSTCOMGZS9G8GX9YSRHMOZNKD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_69&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGZS9G8GX9YSRH.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA566NCR-HN075W Gaming Laptop  (15.6 inch, Graphite Black, 2.30 Kg)","71,990",17%,INR,4.2,1,Available,SVPeripherals,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566ncr-hn075w-laptop/p/itmf85ee66cab735?pid=COMHFT2NY5V7RCMK&lid=LSTCOMHFT2NY5V7RCMKJW0ZPL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_70&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMHFT2NY5V7RCMK.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB/256 GB SSD/DOS) 255 G9 Thin and Light Laptop  (15.6 inch, Black, 1.47 kg)","18,999",29%,INR,3.9,116,Available,DEAL28,https://www.flipkart.com/hp-255-g9-amd-athlon-dual-core-silver-3050u-4-gb-256-gb-ssd-dos-thin-light-laptop/p/itmffac8a2b263c2?pid=COMGQRK4BKTZK5CC&lid=LSTCOMGQRK4BKTZK5CCIMCPUY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_71&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGQRK4BKTZK5CC.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"HP 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) 14-ck2018TU Thin and Light Laptop  (14 inch, Jet Black, 1.47 kg, With MS Office)","39,990",20%,INR,4.3,257,Only few left,RushabhOnline,https://www.flipkart.com/hp-14-intel-core-i5-10th-gen-10210u-8-gb-512-gb-ssd-windows-10-home-14-ck2018tu-thin-light-laptop/p/itmd402bd7a16929?pid=COMFVD2WVZWBNKZA&lid=LSTCOMFVD2WVZWBNKZAR6QMCJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_72&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMFVD2WVZWBNKZA.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
"Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 Kg)","32,990",41%,INR,4.1,14,Only 1 left,ITWarehouse,https://www.flipkart.com/acer-aspire-lite-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itmccdd729059930?pid=COMGWKF2QYG6XNCZ&lid=LSTCOMGWKF2QYG6XNCZRHWCKU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_73&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d197ef-0d57-483f-b62e-0662c1a22308.COMGWKF2QYG6XNCZ.SEARCH&ppt=browse&ppn=browse&ssid=sl8tlz4nbtvce39c1724253000964
"HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)","61,999",15%,INR,4.3,146,Available,PETILANTE Online,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmb4b81cd1f873f?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_74&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d197ef-0d57-483f-b62e-0662c1a22308.COMGEG3ZNYZDAYVJ.SEARCH&ppt=browse&ppn=browse&ssid=sl8tlz4nbtvce39c1724253000964
"ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)","40,990",33%,INR,4.4,253,Available,TBL Online,https://www.flipkart.com/asus-vivobook-go-15-oled-2023-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk321ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFB2KYFGZN&lid=LSTCOMGMGXFB2KYFGZN0SV9BA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_75&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d197ef-0d57-483f-b62e-0662c1a22308.COMGMGXFB2KYFGZN.SEARCH&ppt=browse&ppn=browse&ssid=sl8tlz4nbtvce39c1724253000964
"Lenovo LOQ (2024) Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) LOQ 15IAX9D1 Gaming Laptop  (39.62 cm, Luna Grey, 2.38 kg)","59,490",25%,INR,4.3,16,Available,SVPeripherals,https://www.flipkart.com/lenovo-loq-2024-intel-core-i5-12th-gen-12450hx-12-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15iax9d1-gaming-laptop/p/itm6256bf8c4a275?pid=COMHY9Z8AFVPHVJF&lid=LSTCOMHY9Z8AFVPHVJFAMRSWH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_76&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d197ef-0d57-483f-b62e-0662c1a22308.COMHY9Z8AFVPHVJF.SEARCH&ppt=browse&ppn=browse&ssid=sl8tlz4nbtvce39c1724253000964
"HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop  (14 inch, Natual Silver, 1.46 Kg, With MS Office)","36,999",27%,INR,4.2,490,Only few left,DEAL28,https://www.flipkart.com/hp-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-14s-dq5138tu-thin-light-laptop/p/itm7c9211543d594?pid=COMGYCPJ6VHRGYT2&lid=LSTCOMGYCPJ6VHRGYT2OTMBUE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_77&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d197ef-0d57-483f-b62e-0662c1a22308.COMGYCPJ6VHRGYT2.SEARCH&ppt=browse&ppn=browse&ssid=sl8tlz4nbtvce39c1724253000964
